IP地址,ICMP_RTT_ms,ICMP_Min_ms,ICMP_Max_ms,ICMP_丢包率%,CF_Colo,落地城市,落地国家,TCP_平均RTT_ms,TCP_443中位数RTT_ms,TCP_443_Jitter_ms,TCP_443_有效轮数,TCP_可达端口,TCP_总端口,TCP_80_RTT_ms,TCP_443_RTT_ms,TCP_2052_RTT_ms,TCP_2083_RTT_ms,TCP_2086_RTT_ms,TCP_2087_RTT_ms,TCP_2095_RTT_ms,TCP_2096_RTT_ms,路由跳数,路由落地(推测),路由落地证据,路由质量等级,路由质量描述,电信回程,联通回程,移动回程,联通评分,电信评分,移动评分,下载速度_MB/s,综合评分,延迟评分,稳定性评分,速度评分,路由评分,落地评分,质量等级,质量分数,适合CF优选,稀有优质段,优选说明,稀有说明
108.162.198.174,50.5,50.0,51.0,0.0,NRT,日本东京,JP,51.8,77.2,18.6,3,8,8,52.4,77.2,52.4,55.9,40.0,65.5,33.0,37.8,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.0,52.0,88,50,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.137,52.0,52.0,52.0,0.0,NRT,日本东京,JP,49.9,65.9,29.9,4,8,8,32.6,65.9,33.2,51.2,52.8,39.6,77.9,46.2,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,4.4,52.0,88,50,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.165,52.0,52.0,52.0,0.0,NRT,日本东京,JP,59.3,59.4,25.0,4,8,8,94.9,59.4,53.4,52.4,53.5,55.9,32.1,72.7,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.1,52.0,88,50,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.135,53.0,52.0,54.0,0.0,NRT,日本东京,JP,52.4,52.4,27.9,4,8,8,76.8,52.4,76.9,35.4,33.2,34.8,53.6,55.7,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,2.6,52.0,88,50,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.239,53.0,53.0,53.0,0.0,NRT,日本东京,JP,57.6,52.5,21.7,4,8,8,55.3,52.5,32.7,77.3,52.3,76.8,36.5,77.1,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,3.6,52.0,88,50,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.101,55.0,55.0,55.0,0.0,NRT,日本东京,JP,57.7,75.9,18.2,3,8,8,59.7,75.9,73.0,33.3,55.8,56.6,53.7,53.9,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.1,52.0,88,50,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.112,72.0,72.0,72.0,0.0,NRT,日本东京,JP,46.2,56.7,16.2,4,8,8,34.8,56.7,55.1,34.9,85.4,36.6,30.6,35.9,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,1.8,52.0,88,50,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.9,32.5,32.0,33.0,0.0,NRT,日本东京,JP,58.2,45.5,38.7,4,8,8,53.7,45.5,56.6,75.3,35.9,96.5,49.3,52.7,11,,,unknown,未检测到三网骨干,-,-,-,97,100,90,2.8,51.2,100,25,15,40,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.99,32.5,32.0,33.0,0.0,NRT,日本东京,JP,45.6,41.6,33.0,4,8,8,53.4,41.6,77.9,31.3,34.7,39.1,52.2,34.6,11,,,unknown,未检测到三网骨干,-,-,-,100,100,98,3.2,51.2,100,25,15,40,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.240,32.5,32.0,33.0,0.0,NRT,日本东京,JP,45.6,44.9,39.6,4,8,8,35.0,44.9,51.0,36.2,76.9,52.5,34.2,33.8,11,,,unknown,未检测到三网骨干,-,-,-,100,100,98,1.9,51.2,100,25,15,40,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.0,33.0,33.0,33.0,0.0,NRT,日本东京,JP,55.4,48.4,41.6,4,8,8,35.0,48.4,56.6,76.6,76.6,75.9,31.1,43.3,11,,,unknown,未检测到三网骨干,-,-,-,97,100,90,3.3,51.2,100,25,15,40,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.197,33.0,33.0,33.0,0.0,NRT,日本东京,JP,43.4,41.3,56.4,4,8,8,37.2,41.3,33.6,52.9,45.5,45.1,35.0,56.9,11,,,unknown,未检测到三网骨干,-,-,-,100,100,98,3.2,51.2,100,25,15,40,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.105,34.0,34.0,34.0,0.0,NRT,日本东京,JP,49.4,47.7,45.7,4,8,8,36.4,47.7,33.4,32.0,92.6,52.9,45.7,54.6,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,4.7,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.40,35.5,35.0,36.0,0.0,NRT,日本东京,JP,50.4,48.7,42.3,4,8,8,40.9,48.7,51.3,53.2,73.2,34.5,35.7,65.6,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,3.0,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.216,35.5,35.0,36.0,0.0,NRT,日本东京,JP,44.2,46.1,40.4,4,8,8,55.6,46.1,36.0,60.6,31.6,32.3,36.6,54.8,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,1.0,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.115,47.0,33.0,61.0,0.0,NRT,日本东京,JP,55.9,43.6,34.2,4,8,8,56.6,43.6,74.7,54.1,34.3,77.1,54.0,52.8,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,2.6,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.211,51.5,51.0,52.0,0.0,NRT,日本东京,JP,48.5,43.4,37.6,4,8,8,75.7,43.4,56.3,34.7,34.8,55.1,54.4,33.7,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,0.5,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.229,52.0,52.0,52.0,0.0,NRT,日本东京,JP,53.5,47.9,46.4,4,8,8,44.3,47.9,30.2,33.9,71.5,72.3,52.5,75.3,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.6,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.38,52.5,52.0,53.0,0.0,NRT,日本东京,JP,53.7,46.1,32.5,4,8,8,50.6,46.1,55.9,35.6,33.5,36.1,78.8,93.1,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,4.7,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.203,54.0,54.0,54.0,0.0,NRT,日本东京,JP,55.1,49.8,36.7,4,8,8,71.6,49.8,46.2,53.6,35.1,77.7,54.2,52.6,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,0.4,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.167,54.5,54.0,55.0,0.0,NRT,日本东京,JP,48.1,40.4,39.7,4,8,8,69.9,40.4,31.3,55.7,32.6,51.4,51.4,52.0,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,0.3,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.47,55.0,54.0,56.0,0.0,NRT,日本东京,JP,49.0,40.6,37.5,4,8,8,32.5,40.6,73.6,33.1,52.0,51.9,53.9,54.1,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,1.9,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.111,55.0,55.0,55.0,0.0,NRT,日本东京,JP,45.4,44.9,39.1,4,7,8,53.6,44.9,,55.6,52.8,31.0,47.2,32.5,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,1.9,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.147,57.0,56.0,58.0,0.0,NRT,日本东京,JP,48.1,47.7,42.2,4,8,8,54.6,47.7,35.8,35.8,47.0,54.3,55.6,54.0,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,2.6,51.2,100,25,15,40,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.224,74.0,74.0,74.0,0.0,NRT,日本东京,JP,47.7,47.2,39.9,4,8,8,53.0,47.2,49.8,53.4,71.7,31.0,46.1,29.7,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,1.9,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.192,74.5,74.0,75.0,0.0,NRT,日本东京,JP,47.2,44.4,44.8,4,8,8,76.1,44.4,35.7,45.5,35.4,73.0,34.9,32.5,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,2.4,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.200,75.5,75.0,76.0,0.0,NRT,日本东京,JP,53.6,48.0,33.9,4,8,8,82.2,48.0,30.2,41.4,63.8,36.4,33.0,93.7,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,3.8,51.2,100,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.49,37.5,36.0,39.0,0.0,NRT,日本东京,JP,53.4,54.7,11.7,4,8,8,46.9,54.7,92.6,35.6,35.6,51.0,75.6,35.4,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,50.8,88,72,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.28,57.5,56.0,59.0,0.0,NRT,日本东京,JP,67.1,70.8,12.3,3,8,8,52.9,70.8,49.9,73.7,41.5,68.9,82.6,96.7,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,50.8,88,72,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.193,35.0,35.0,35.0,0.0,NRT,日本东京,JP,53.2,45.8,29.8,4,8,8,56.0,45.8,55.7,56.8,32.5,33.8,52.3,92.6,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,50.5,100,50,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.41,52.5,52.0,53.0,0.0,NRT,日本东京,JP,49.0,49.9,21.7,4,8,8,36.0,49.9,54.7,33.3,35.4,72.5,55.2,55.2,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,,50.5,100,50,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.183,32.0,32.0,32.0,0.0,NRT,日本东京,JP,46.9,53.7,54.0,4,8,8,52.6,53.7,35.1,55.6,32.7,80.8,32.0,32.3,11,,,normal,普通骨干(163),"电信163    [普通线路] [已确认] (180.175.160.1, 202.97.12.210, 202.97.42.166)",-,-,100,100,98,1.6,50.2,88,25,15,50,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.35,32.5,32.0,33.0,0.0,NRT,日本东京,JP,49.4,44.2,62.0,4,8,8,33.6,44.2,72.7,47.7,32.4,54.2,55.1,55.0,11,,,normal,普通骨干(163),"电信163    [普通线路] [已确认] (180.175.160.1, 202.97.50.134, 202.97.43.70)",-,-,100,100,98,2.5,50.2,100,5,15,50,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.173,32.5,32.0,33.0,0.0,NRT,日本东京,JP,46.6,47.0,62.9,4,8,8,36.1,47.0,56.6,36.7,54.1,35.7,54.0,52.7,11,,,normal,普通骨干(163),"电信163    [普通线路] [已确认] (101.95.120.122, 202.97.85.198, 202.97.43.134)",-,-,100,100,98,2.2,50.2,100,5,15,50,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.206,54.0,54.0,54.0,0.0,,未知,??,45.5,47.5,21.0,4,7,8,,47.5,53.2,34.5,52.7,33.6,55.0,41.8,,,,unknown,未检测到三网骨干,-,-,-,65,65,65,0.7,49.0,100,50,15,40,40,premium,83,YES,NO,线路质量达标，可尝试优选,
108.162.198.27,33.5,33.0,34.0,0.0,NRT,日本东京,JP,52.8,69.8,43.6,4,8,8,76.2,69.8,51.5,53.7,51.9,32.2,52.0,35.1,11,,,unknown,未检测到三网骨干,-,-,-,97,100,90,2.1,48.2,88,25,15,40,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.75,34.5,34.0,35.0,0.0,NRT,日本东京,JP,54.3,65.5,41.9,4,8,8,77.7,65.5,30.1,77.6,34.9,46.2,51.3,51.3,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,2.6,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.176,34.5,34.0,35.0,0.0,NRT,日本东京,JP,51.2,55.4,48.1,4,8,8,45.0,55.4,76.3,53.5,34.4,73.4,36.0,35.5,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,3.7,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.235,34.5,34.0,35.0,0.0,NRT,日本东京,JP,59.6,53.4,34.5,4,8,8,57.3,53.4,52.5,76.0,35.0,34.6,117.1,51.2,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,4.4,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.119,35.0,35.0,35.0,0.0,NRT,日本东京,JP,59.7,48.0,90.5,4,8,8,96.7,48.0,55.3,77.1,80.8,38.6,32.4,49.0,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,2.6,48.2,100,5,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.46,35.5,35.0,36.0,0.0,NRT,日本东京,JP,43.5,51.5,38.1,4,8,8,50.0,51.5,50.1,47.7,47.1,30.0,36.3,34.9,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,1.1,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.91,35.5,35.0,36.0,0.0,NRT,日本东京,JP,61.4,73.6,39.1,4,8,8,52.3,73.6,68.3,53.1,55.3,74.1,78.5,35.9,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.1,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.237,35.5,35.0,36.0,0.0,NRT,日本东京,JP,58.2,59.8,45.7,4,8,8,54.7,59.8,54.1,80.8,48.0,32.3,73.2,62.4,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.9,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.179,36.0,36.0,36.0,0.0,NRT,日本东京,JP,57.6,66.2,40.8,4,8,8,73.2,66.2,51.1,56.1,54.4,53.6,53.9,52.7,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,4.5,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.20,36.5,36.0,37.0,0.0,NRT,日本东京,JP,58.1,51.4,41.9,4,8,8,55.6,51.4,53.7,69.5,54.2,55.1,69.0,56.3,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,0.3,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.145,36.5,34.0,39.0,0.0,NRT,日本东京,JP,51.8,54.8,57.1,4,8,8,32.8,54.8,62.9,61.9,73.4,36.8,47.3,44.8,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.5,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.171,50.0,50.0,50.0,0.0,NRT,日本东京,JP,58.2,67.2,39.9,4,8,8,34.1,67.2,34.5,52.2,56.8,71.5,69.8,79.3,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,3.0,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.84,50.5,50.0,51.0,0.0,NRT,日本东京,JP,52.7,64.7,39.4,4,8,8,52.6,64.7,52.5,73.0,53.0,54.4,35.2,36.2,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,0.8,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.250,51.0,51.0,51.0,0.0,NRT,日本东京,JP,47.1,55.7,44.7,4,8,8,33.8,55.7,59.2,52.3,68.8,35.2,37.9,34.0,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,0.8,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.98,52.0,52.0,52.0,0.0,NRT,日本东京,JP,53.8,54.7,39.0,4,8,8,52.3,54.7,89.8,55.3,54.1,55.2,34.9,34.4,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,2.3,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.125,52.0,52.0,52.0,0.0,NRT,日本东京,JP,60.9,65.3,57.9,4,8,8,70.5,65.3,70.6,73.0,53.1,33.0,68.1,53.3,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,2.3,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.201,52.0,52.0,52.0,0.0,NRT,日本东京,JP,56.2,64.8,31.5,4,8,8,73.2,64.8,50.1,48.8,54.7,77.4,33.9,46.9,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.9,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.226,52.0,52.0,52.0,0.0,NRT,日本东京,JP,50.5,53.5,34.3,4,8,8,47.0,53.5,50.9,35.7,77.3,54.5,39.7,45.3,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.3,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.127,52.5,52.0,53.0,0.0,NRT,日本东京,JP,62.8,55.7,42.1,4,8,8,76.4,55.7,45.8,74.7,78.3,73.2,51.9,46.1,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,3.1,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.129,52.5,49.0,56.0,0.0,NRT,日本东京,JP,48.2,54.1,40.7,4,8,8,52.8,54.1,45.8,34.6,45.7,45.6,52.9,53.9,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,2.3,48.2,88,25,15,40,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.36,53.0,52.0,54.0,0.0,NRT,日本东京,JP,51.1,54.3,32.4,4,8,8,72.8,54.3,54.7,30.5,34.5,58.2,50.6,53.0,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.9,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.189,53.0,53.0,53.0,0.0,NRT,日本东京,JP,54.2,51.7,58.2,4,8,8,54.5,51.7,49.9,65.6,42.5,77.3,46.0,46.1,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,4.7,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.238,53.5,53.0,54.0,0.0,NRT,日本东京,JP,47.4,66.7,38.1,4,8,8,35.9,66.7,55.6,33.8,33.1,55.0,65.4,33.9,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,1.9,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.50,54.0,54.0,54.0,0.0,NRT,日本东京,JP,44.4,55.5,42.6,4,8,8,78.1,55.5,33.0,34.8,33.0,34.9,35.6,50.6,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,1.4,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.88,54.0,53.0,55.0,0.0,NRT,日本东京,JP,45.4,51.3,43.2,4,8,8,33.1,51.3,35.2,32.0,47.9,47.7,62.9,52.9,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,4.7,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.100,54.0,54.0,54.0,0.0,NRT,日本东京,JP,51.6,60.4,42.7,4,8,8,47.4,60.4,55.7,36.7,74.9,52.2,36.1,49.5,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.2,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.254,54.0,54.0,54.0,0.0,NRT,日本东京,JP,48.6,62.7,43.2,4,8,8,50.5,62.7,35.1,34.0,34.1,35.0,62.5,74.8,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,1.1,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.68,54.5,54.0,55.0,0.0,NRT,日本东京,JP,46.5,57.9,41.8,4,8,8,76.2,57.9,56.5,30.6,32.9,32.9,54.7,30.8,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,0.4,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.186,54.5,54.0,55.0,0.0,NRT,日本东京,JP,52.2,52.6,44.0,4,8,8,51.8,52.6,45.6,32.6,35.0,73.4,73.0,53.1,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,2.7,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.245,54.5,54.0,55.0,0.0,NRT,日本东京,JP,40.8,46.6,61.8,4,8,8,35.5,46.6,52.7,34.8,35.0,35.1,54.8,31.9,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,3.7,48.2,100,5,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.190,55.0,55.0,55.0,0.0,NRT,日本东京,JP,56.9,61.3,42.9,4,8,8,52.1,61.3,60.2,54.7,90.5,32.8,59.4,43.9,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.4,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.76,55.5,55.0,56.0,0.0,NRT,日本东京,JP,49.0,61.8,36.9,4,8,8,77.3,61.8,55.1,34.5,32.1,35.9,45.3,50.0,,,,unknown,未检测到三网骨干,-,-,-,100,100,98,2.0,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.219,55.5,55.0,56.0,0.0,NRT,日本东京,JP,59.9,48.7,61.7,4,8,8,53.9,48.7,57.1,56.9,71.6,53.6,52.9,84.5,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.8,48.2,100,5,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.69,56.5,56.0,57.0,0.0,NRT,日本东京,JP,51.2,55.6,37.7,4,8,8,73.6,55.6,35.8,72.2,32.1,32.2,71.5,36.3,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.3,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.18,72.5,72.0,73.0,0.0,NRT,日本东京,JP,62.3,67.4,49.4,4,8,8,33.0,67.4,50.0,77.4,77.4,46.3,69.9,77.1,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.5,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.180,74.0,74.0,74.0,0.0,NRT,日本东京,JP,56.8,63.6,31.9,4,8,8,33.1,63.6,53.3,50.9,50.3,75.0,49.3,79.1,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,0.5,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.222,74.0,74.0,74.0,0.0,NRT,日本东京,JP,54.0,56.1,57.6,4,8,8,54.6,56.1,34.1,34.9,36.1,47.3,92.6,76.3,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,3.0,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.230,74.0,74.0,74.0,0.0,NRT,日本东京,JP,54.0,71.4,44.5,4,8,8,33.0,71.4,75.8,33.4,36.4,35.2,71.3,75.1,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,0.6,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.120,74.5,73.0,76.0,0.0,NRT,日本东京,JP,58.6,72.5,37.7,4,8,8,32.4,72.5,73.1,73.6,54.9,74.5,56.5,31.1,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,0.9,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.198,74.5,74.0,75.0,0.0,NRT,日本东京,JP,50.9,66.1,38.8,4,8,8,30.6,66.1,75.5,74.5,30.9,57.8,35.4,36.7,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,2.5,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.82,75.5,75.0,76.0,0.0,NRT,日本东京,JP,56.4,52.7,39.2,4,8,8,53.8,52.7,57.2,71.2,76.1,52.5,52.6,35.1,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,0.9,48.2,88,25,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.122,52.5,52.0,53.0,0.0,NRT,日本东京,JP,55.8,93.6,19.4,3,8,8,33.7,93.6,51.6,57.2,76.1,46.0,32.5,55.6,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.1,48.0,72,50,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.218,55.0,55.0,55.0,0.0,NRT,日本东京,JP,53.7,66.2,28.2,4,8,8,74.6,66.2,33.3,54.3,56.5,35.5,53.9,55.2,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,47.5,88,50,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.66,59.5,59.0,60.0,0.0,NRT,日本东京,JP,68.4,52.8,19.9,4,8,8,52.9,52.8,63.6,94.0,77.3,78.1,55.3,73.2,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,47.5,88,50,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.151,33.0,32.0,34.0,0.0,NRT,日本东京,JP,54.9,64.6,75.9,4,8,8,69.7,64.6,53.7,53.3,53.3,75.4,33.7,35.2,11,,,normal,普通骨干(163),"电信163    [普通线路] [已确认] (180.175.160.1, 61.152.25.174, 202.97.35.86, 202.97.43.70)",-,-,97,100,90,2.8,47.2,88,5,15,50,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.212,73.5,73.0,74.0,0.0,NRT,日本东京,JP,58.2,45.3,37.8,4,8,8,94.7,45.3,47.3,33.4,91.1,58.2,49.8,45.8,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,,46.8,100,25,,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.170,32.0,32.0,32.0,0.0,NRT,日本东京,JP,61.1,67.0,61.3,4,8,8,99.6,67.0,35.5,33.9,67.9,52.2,56.2,76.7,11,,,unknown,未检测到三网骨干,-,-,-,97,100,90,1.8,45.2,88,5,15,40,100,premium,100,YES,NO,落地亚太(NRT)，适合优选,
108.162.198.221,35.0,35.0,35.0,0.0,NRT,日本东京,JP,58.9,67.8,78.0,4,8,8,34.9,67.8,93.4,62.3,77.3,46.7,52.2,36.6,,,,unknown,未检测到三网骨干,-,-,-,97,100,90,0.9,45.2,88,5,15,40,100,premium,98,YES,NO,落地亚太(NRT)，适合优选,
